SOURCE_SHEET;TERM NUMBER;TYPE OF ABBREVIATED FORM;IT EXAMPLE;IT TERM;STANDARDISED/RECOMMENDED FULL FORM;TARGET HYPOTHESIS (DE SOUTH TYROL);OTHER TERMS SOUTH TYROL (CSV);TERMS FROM OTHER LEGAL SYTEMS (CSV)
abbreviated forms;18;acronym;Nella sezione Cliente sono da inserire tutti i dati relativi al cliente della Fattura: Ragione sociale, Indirizzo, Comune, C.A.P., Provincia, Note indirizzo, Paese, Partita IVA, Codice fiscale, Codice cliente (interno), Indirizzo e-mail.;C.A.P.;yes;PLZ;Postleitzahl;
abbreviated forms;19;initialism;Il processo di valutazione interna ed esterna del sistema educativo provinciale di istruzione e formazione viene definito attraverso il D.P.P. del 5 novembre 2012, n. 39.;D.P.P.;no;DLH;Dekret des Landeshauptmanns;
abbreviated forms;19;initialism;Per quanto riguarda le direttive per l'edilizia scolastica si consulti il D.P.P. 23 febbraio 2009, n. 10 e il Decreto del presidente della Giunta provinciale 4 marzo 1996, n. 13.;D.P.P.;no;DLH;Dekret des Landeshauptmanns;
abbreviated forms;19;initialism;Il D.P.P. 12.05.1999, n. 21, concerne la denominazione e le competenze degli uffici provinciali.;D.P.P.;no;DLH;Dekret des Landeshauptmanns;
abbreviated forms;19;initialism;L'art. 25-bis non è mai stato impugnato dal governo e il ricorso degli ordini professionali della Provincia di Bolzano contro il D.P.P. 11/2004 è stato respinto dal Tribunale amministrativo regionale di Bolzano con sentenza 113/2008.;D.P.P.;no;DLH;Dekret des Landeshauptmanns;
abbreviated forms;19;initialism;Secondo l'art. 6 del D.P.P. n. 17/2020, il nuovo parcheggio deve essere progettato con una copertura del suolo permeabile e prevedere uno spazio per i mezzi di trasporto sostenibili.;D.P.P.;no;DLH;Dekret des Landeshauptmanns;
abbreviated forms;19;initialism;Il processo di valutazione interna ed esterna del sistema educativo provinciale di istruzione e formazione viene definito attraverso il DPP del 5 novembre 2012, n. 39.;DPP;no;DLH;Dekret des Landeshauptmanns;
abbreviated forms;19;initialism;Per quanto riguarda le direttive per l'edilizia scolastica si consulti il DPP 23 febbraio 2009, n. 10 e il Decreto del presidente della Giunta provinciale 4 marzo 1996, n. 13.;DPP;no;DLH;Dekret des Landeshauptmanns;
abbreviated forms;19;initialism;Il DPP 12.05.1999, n. 21, concerne la denominazione e le competenze degli uffici provinciali.;DPP;no;DLH;Dekret des Landeshauptmanns;
abbreviated forms;19;initialism;L'art. 25-bis non è mai stato impugnato dal governo e il ricorso degli ordini professionali della Provincia di Bolzano contro il DPP 11/2004 è stato respinto dal Tribunale amministrativo regionale di Bolzano con sentenza 113/2008.;DPP;no;DLH;Dekret des Landeshauptmanns;
abbreviated forms;19;initialism;Secondo l'art. 6 del DPP n. 17/2020, il nuovo parcheggio deve essere progettato con una copertura del suolo permeabile e prevedere uno spazio per i mezzi di trasporto sostenibili.;DPP;no;DLH;Dekret des Landeshauptmanns;
abbreviated forms;20;initialism;L'evento, pensato principalmente per le PMI, esaminerà le recenti direttive dell'Unione europea in materia di sostenibilità e gli aspetti legati agli investimenti sostenibili.;PMI;no;KMU;Klein- und Mittelunternehmen;"kleine und mittlere Unternehmen, Kleinstunternehmen sowie  kleine und
mittlere Unternehmen"
abbreviated forms;20;initialism;Le PMI interessate dovranno presentare dapprima la domanda di sovvenzione.;PMI;no;KMU;Klein- und Mittelunternehmen;"kleine und mittlere Unternehmen, Kleinstunternehmen sowie  kleine und
mittlere Unternehmen"
abbreviated forms;20;initialism;È previsto un contributo a favore delle PMI del valore massimo di 1.000 EUR per la registrazione di marchi, disegni e modelli.;PMI;no;KMU;Klein- und Mittelunternehmen;"kleine und mittlere Unternehmen, Kleinstunternehmen sowie  kleine und
mittlere Unternehmen"
abbreviated forms;20;initialism;La guida spiega, seguendo un approccio graduale, come determinare se un'impresa può essere considerata una PMI.;PMI;no;KMU;Klein- und Mittelunternehmen;"kleine und mittlere Unternehmen, Kleinstunternehmen sowie  kleine und
mittlere Unternehmen"
abbreviated forms;20;initialism;Per l'azione 1 gli enti di ricerca non possono partecipare singolarmente ma devono essere in cooperazione con almeno una PMI.;PMI;no;KMU;Klein- und Mittelunternehmen;"kleine und mittlere Unternehmen, Kleinstunternehmen sowie  kleine und
mittlere Unternehmen"
abbreviated forms;20;initialism;L'evento, pensato principalmente per le P.M.I., esaminerà le recenti direttive dell'Unione europea in materia di sostenibilità e gli aspetti legati agli investimenti sostenibili.;P.M.I.;no;KMU;Klein- und Mittelunternehmen;"kleine und mittlere Unternehmen, Kleinstunternehmen sowie  kleine und
mittlere Unternehmen"
abbreviated forms;20;initialism;Le P.M.I. interessate dovranno presentare dapprima la domanda di sovvenzione.;P.M.I.;no;KMU;Klein- und Mittelunternehmen;"kleine und mittlere Unternehmen, Kleinstunternehmen sowie  kleine und
mittlere Unternehmen"
abbreviated forms;20;initialism;È previsto un contributo a favore delle P.M.I. del valore massimo di 1.000 EUR per la registrazione di marchi, disegni e modelli.;P.M.I.;no;KMU;Klein- und Mittelunternehmen;"kleine und mittlere Unternehmen, Kleinstunternehmen sowie  kleine und
mittlere Unternehmen"
abbreviated forms;20;initialism;La guida spiega, seguendo un approccio graduale, come determinare se un'impresa può essere considerata una P.M.I.;P.M.I.;no;KMU;Klein- und Mittelunternehmen;"kleine und mittlere Unternehmen, Kleinstunternehmen sowie  kleine und
mittlere Unternehmen"
abbreviated forms;20;initialism;Per l'azione 1 gli enti di ricerca non possono partecipare singolarmente ma devono essere in cooperazione con almeno una P.M.I.;P.M.I.;no;KMU;Klein- und Mittelunternehmen;"kleine und mittlere Unternehmen, Kleinstunternehmen sowie  kleine und
mittlere Unternehmen"
abbreviated forms;20;initialism + full form;La categoria delle microimprese, delle piccole imprese e delle medie imprese (P.M.I.) è costituita da imprese che occupano meno di 250 persone.;P.M.I.;no;KMU;Klein- und Mittelunternehmen;"kleine und mittlere Unternehmen, Kleinstunternehmen sowie  kleine und
mittlere Unternehmen"
abbreviated forms;20;initialism + full form;L'evento, pensato principalmente per le piccole e medie imprese (PMI), esaminerà le recenti direttive dell'Unione europea in materia di sostenibilità e gli aspetti legati agli investimenti sostenibili.;PMI;no;KMU;Klein- und Mittelunternehmen;"kleine und mittlere Unternehmen, Kleinstunternehmen sowie  kleine und
mittlere Unternehmen"
abbreviated forms;20;initialism + full form;Le PMI (piccole e medie imprese) rappresentano la spina dorsale dell'economia del Tirolo e dell'Alto Adige.;PMI;no;KMU;Klein- und Mittelunternehmen;"kleine und mittlere Unternehmen, Kleinstunternehmen sowie  kleine und
mittlere Unternehmen"
abbreviated forms;20;initialism + full form;Si definisce PMI, e nel dettaglio microimpresa, piccola impresa e media impresa, l’impresa che a seguito della verifica dello status di associata, collegata o autonoma, rientra nei parametri in tabella.;PMI;no;KMU;Klein- und Mittelunternehmen;"kleine und mittlere Unternehmen, Kleinstunternehmen sowie  kleine und
mittlere Unternehmen"
abbreviated forms;20;initialism + full form;La categoria delle microimprese, delle piccole imprese e delle medie imprese (complessivamente definita PMI) è costituita da imprese che hanno meno di 250 occupati e hanno un fatturato annuo non superiore a 50 milioni di euro.;PMI;no;KMU;Klein- und Mittelunternehmen;"kleine und mittlere Unternehmen, Kleinstunternehmen sowie  kleine und
mittlere Unternehmen"
abbreviated forms;21;acronym;I fondi FESR sono destinati a ridurre gli squilibri regionali esistenti nell'Unione europea.;FESR;no;EFRE;Europäischer Fonds für regionale Entwicklung, Europäischer Regionalfonds;
abbreviated forms;21;acronym;Quasi la metà dei fondi del FESR sono già stati attivati in provincia di Bolzano, per il periodo compreso tra il 2021 e il 2017.;FESR;no;EFRE;Europäischer Fonds für regionale Entwicklung, Europäischer Regionalfonds;
abbreviated forms;21;acronym;Il FESR è uno dei Fondi strutturali e di investimento europei per l'attuazione della politica regionale comunitaria.;FESR;no;EFRE;Europäischer Fonds für regionale Entwicklung, Europäischer Regionalfonds;
abbreviated forms;21;acronym;Nella Provincia autonoma di Bolzano-Alto Adige le attività finanziate dal FESR vengono attuate tramite quattro assi tematici.;FESR;no;EFRE;Europäischer Fonds für regionale Entwicklung, Europäischer Regionalfonds;
abbreviated forms;21;acronym;Dal 16 gennaio al 31 marzo sarà possibile presentare proposte nell'ambito del FESR.;FESR;no;EFRE;Europäischer Fonds für regionale Entwicklung, Europäischer Regionalfonds;
abbreviated forms;21;acronym + full form;I fondi FESR (Fondo Europeo di Sviluppo Regionale) sono destinati a ridurre gli squilibri regionali esistenti nell'Unione europea.;FESR;no;EFRE;Europäischer Fonds für regionale Entwicklung, Europäischer Regionalfonds;
abbreviated forms;21;acronym + full form;Quasi la metà dei fondi del FESR, Il Fondo europeo di sviluppo regionale, sono già stati attivati in provincia di Bolzano, per il periodo compreso tra il 2021 e il 2017.;FESR;no;EFRE;Europäischer Fonds für regionale Entwicklung, Europäischer Regionalfonds;
abbreviated forms;21;acronym + full form;Il Fondo europeo per lo sviluppo regionale, in breve FESR, è uno dei Fondi strutturali e di investimento europei per l'attuazione della politica regionale comunitaria.;FESR;no;EFRE;Europäischer Fonds für regionale Entwicklung, Europäischer Regionalfonds;
abbreviated forms;21;acronym + full form;Nella Provincia autonoma di Bolzano-Alto Adige le attività finanziate dal FESR (Fondo europeo per lo sviluppo regionale) vengono attuate tramite quattro assi tematici.;FESR;no;EFRE;Europäischer Fonds für regionale Entwicklung, Europäischer Regionalfonds;
abbreviated forms;21;acronym + full form;Dal 16 gennaio al 31 marzo sarà possibile presentare proposte nell'ambito del Fondo europeo per lo sviluppo regionale (FESR).;FESR;no;EFRE;Europäischer Fonds für regionale Entwicklung, Europäischer Regionalfonds;
abbreviated forms;22;abbreviation;Nella relazione tenuta dall'avv. Maria Messner, presidentessa del Comitato provinciale per le pari opportunità, saranno fornite informazioni utili per una scelta più consapevole.;avv.;yes;RA;Rechtsanwalt, Anwalt;Advokat, Fürsprecher
abbreviated forms;22;abbreviation;Il Presidente ha ricordato le battaglie ed i successi ottenuti dall'attuale Giunta, presieduta dall'avv. M. Rossi.;avv.;yes;RA;Rechtsanwalt, Anwalt;Advokat, Fürsprecher
abbreviated forms;22;abbreviation;I consulenti legali del Centro Tutela Consumatori Utenti, guidati dall'avv. Emanuele Boni e dall’avv. Oreste Bianchi, hanno richiesto che l'azione collettiva venga trattata secondo il diritto italiano.;avv.;yes;RA;Rechtsanwalt, Anwalt;Advokat, Fürsprecher
abbreviated forms;22;abbreviation;L'avv. Baldini si occupa principalmente di diritto civile ed in particolare di diritto immobiliare.;avv.;yes;RA;Rechtsanwalt, Anwalt;Advokat, Fürsprecher
abbreviated forms;22;abbreviation;L' Avv. Roberto Zanoni si è laureato presso l'Università di Bologna e dal 2012 è iscritto all'albo degli avvocati di Bolzano.;avv.;yes;RA;Rechtsanwalt, Anwalt;Advokat, Fürsprecher
abbreviated forms;23;initialism;Il c. c. italiano attualmente in vigore è del 1942.;c.c.;yes;ZGB;Zivilgesetzbuch;BGB, Bürgerliches Gesetzbuch, ABGB, Allgemeines Bürgerliches Gesetzbuch
abbreviated forms;23;initialism;Secondo l'art. 1321 del c.c. solo un rapporto giuridico patrimoniale può costituire il contenuto del contratto.;c.c.;yes;ZGB;Zivilgesetzbuch;BGB, Bürgerliches Gesetzbuch, ABGB, Allgemeines Bürgerliches Gesetzbuch
abbreviated forms;23;initialism;Gli artt. 1401 e seguenti del c.c. analizzano la disciplina del contratto per persona da nominare.;c.c.;yes;ZGB;Zivilgesetzbuch;BGB, Bürgerliches Gesetzbuch, ABGB, Allgemeines Bürgerliches Gesetzbuch
abbreviated forms;23;initialism;I manufatti costituenti opere di urbanizzazione realizzati dal Comune e dagli enti preposti possono essere realizzati in deroga alla distanza dal confine, fatto salvo quanto previsto dal c.c. e dalla normativa sovraordinata anche con riferimento alla distanza fra fabbricati.;c.c.;yes;ZGB;Zivilgesetzbuch;BGB, Bürgerliches Gesetzbuch, ABGB, Allgemeines Bürgerliches Gesetzbuch
abbreviated forms;23;initialism;Il nucleo centrale delle norme del diritto privato italiano è contenuto nel C.C. del 1942.;c.c.;yes;ZGB;Zivilgesetzbuch;BGB, Bürgerliches Gesetzbuch, ABGB, Allgemeines Bürgerliches Gesetzbuch
abbreviated forms;23;initialism;Il CC italiano attualmente in vigore è del 1942.;CC;yes;ZGB;Zivilgesetzbuch;BGB, Bürgerliches Gesetzbuch, ABGB, Allgemeines Bürgerliches Gesetzbuch
abbreviated forms;23;initialism;Secondo l'art. 1321 del CC solo un rapporto giuridico patrimoniale può costituire il contenuto del contratto.;CC;yes;ZGB;Zivilgesetzbuch;BGB, Bürgerliches Gesetzbuch, ABGB, Allgemeines Bürgerliches Gesetzbuch
abbreviated forms;23;initialism;Gli artt. 1401 e seguenti del CC analizzano la disciplina del contratto per persona da nominare.;CC;yes;ZGB;Zivilgesetzbuch;BGB, Bürgerliches Gesetzbuch, ABGB, Allgemeines Bürgerliches Gesetzbuch
abbreviated forms;23;initialism;I manufatti costituenti opere di urbanizzazione realizzati dal Comune e dagli enti preposti possono essere realizzati in deroga alla distanza dal confine, fatto salvo quanto previsto dal CC e dalla normativa sovraordinata anche con riferimento alla distanza fra fabbricati.;CC;yes;ZGB;Zivilgesetzbuch;BGB, Bürgerliches Gesetzbuch, ABGB, Allgemeines Bürgerliches Gesetzbuch
abbreviated forms;23;initialism;Il nucleo centrale delle norme del diritto privato italiano è contenuto nel CC del 1942.;CC;yes;ZGB;Zivilgesetzbuch;BGB, Bürgerliches Gesetzbuch, ABGB, Allgemeines Bürgerliches Gesetzbuch
abbreviated forms;24;initialism;Il CTU è nominato, con ordinanza, dal giudice, in tutti i casi in cui lo stesso reputi opportuno farsi assistere per il compimento di singoli atti o per l'intero processo.;CTU;yes;Amtssachverständiger;Sachverständiger, Gerichtssachverständiger;gerichtlicher Sachverständiger
abbreviated forms;24;initialism;Un eventuale provvedimento di rigetto dell'istanza per la nomina del CTU deve essere adeguatamente motivato.;CTU;yes;Amtssachverständiger;Sachverständiger, Gerichtssachverständiger;gerichtlicher Sachverständiger
abbreviated forms;24;initialism;Un CTU è un ausiliare del giudice e il suo compito è aiutarlo a prendere decisioni chiarendo eventuali aspetti di natura tecnica.;CTU;yes;Amtssachverständiger;Sachverständiger, Gerichtssachverständiger;gerichtlicher Sachverständiger
abbreviated forms;24;initialism;Se il giudice accerta la necessità di rivolgersi a un esperto di una determinata materia, andrà a nominare un CTU.;CTU;yes;Amtssachverständiger;Sachverständiger, Gerichtssachverständiger;gerichtlicher Sachverständiger
abbreviated forms;24;initialism;Sebbene presso gli uffici giudiziari vi sia la prassi di far firmare al CTU il verbale di udienza nel quale presta giuramento e riceve l’incarico, si ritiene che ciò non sia necessario.;CTU;yes;Amtssachverständiger;Sachverständiger, Gerichtssachverständiger;gerichtlicher Sachverständiger
abbreviated forms;24;initialism;Il C.T.U. è nominato, con ordinanza, dal giudice, in tutti i casi in cui lo stesso reputi opportuno farsi assistere per il compimento di singoli atti o per l'intero processo.;C.T.U.;yes;Amtssachverständiger;Sachverständiger, Gerichtssachverständiger;gerichtlicher Sachverständiger
abbreviated forms;24;initialism;Un eventuale provvedimento di rigetto dell'istanza per la nomina del C.T.U. deve essere adeguatamente motivato.;C.T.U.;yes;Amtssachverständiger;Sachverständiger, Gerichtssachverständiger;gerichtlicher Sachverständiger
abbreviated forms;24;initialism;Un C.T.U. è un ausiliare del giudice e il suo compito è aiutarlo a prendere decisioni chiarendo eventuali aspetti di natura tecnica.;C.T.U.;yes;Amtssachverständiger;Sachverständiger, Gerichtssachverständiger;gerichtlicher Sachverständiger
abbreviated forms;24;initialism;Se il giudice accerta la necessità di rivolgersi a un esperto di una determinata materia, andrà a nominare un C.T.U.;C.T.U.;yes;Amtssachverständiger;Sachverständiger, Gerichtssachverständiger;gerichtlicher Sachverständiger
abbreviated forms;24;initialism;Sebbene presso gli uffici giudiziari vi sia la prassi di far firmare al C.T.U. il verbale di udienza nel quale presta giuramento e riceve l’incarico, si ritiene che ciò non sia necessario.;C.T.U.;yes;Amtssachverständiger;Sachverständiger, Gerichtssachverständiger;gerichtlicher Sachverständiger
abbreviated forms;25;acronym;La figura del GIP è stata introdotta con l'attuale Codice di procedura penale.;GIP;yes;Richter für die Vorerhebungen;;Untersuchungsrichter, Ermittlungsrichter
abbreviated forms;25;acronym;Il GIP non svolge indagini preliminari, ma sostanzialmente esercita il controllo sulle attività di ricerca della prova a garanzia dei diritti di coloro nei cui confronti tale attività viene effettuata.;GIP;yes;Richter für die Vorerhebungen;;Untersuchungsrichter, Ermittlungsrichter
abbreviated forms;25;acronym;Fra i provvedimenti più importanti di competenza del GIP vi è l'ordinanza per l'applicazione di misure cautelari su richiesta o proposta del Pubblico Ministero.;GIP;yes;Richter für die Vorerhebungen;;Untersuchungsrichter, Ermittlungsrichter
abbreviated forms;25;acronym;Il GIP esercita una funzione di garanzia e una di controllo.;GIP;yes;Richter für die Vorerhebungen;;Untersuchungsrichter, Ermittlungsrichter
abbreviated forms;25;acronym;Per i reati più gravi, prima del processo vero e proprio, chiamato «dibattimento», è prevista un'udienza preliminare davanti a un GIP.;GIP;yes;Richter für die Vorerhebungen;;Untersuchungsrichter, Ermittlungsrichter
abbreviated forms;25;acronym;La figura del G.I.P. è stata introdotta con l'attuale Codice di procedura penale.;G.I.P.;yes;Richter für die Vorerhebungen;;Untersuchungsrichter, Ermittlungsrichter
abbreviated forms;25;acronym;Il G.I.P. non svolge indagini preliminari, ma sostanzialmente esercita il controllo sulle attività di ricerca della prova a garanzia dei diritti di coloro nei cui confronti tale attività viene effettuata.;G.I.P.;yes;Richter für die Vorerhebungen;;Untersuchungsrichter, Ermittlungsrichter
abbreviated forms;25;acronym;Fra i provvedimenti più importanti di competenza del G.I.P. vi è l'ordinanza per l'applicazione di misure cautelari su richiesta o proposta del Pubblico Ministero.;G.I.P.;yes;Richter für die Vorerhebungen;;Untersuchungsrichter, Ermittlungsrichter
abbreviated forms;25;acronym;Il G.I.P. esercita una funzione di garanzia e una di controllo.;G.I.P.;yes;Richter für die Vorerhebungen;;Untersuchungsrichter, Ermittlungsrichter
abbreviated forms;25;acronym;"Per i reati più gravi, prima del processo vero e proprio, chiamato ""dibattimento"", è prevista un'udienza preliminare davanti a un G.I.P.";G.I.P.;yes;Richter für die Vorerhebungen;;Untersuchungsrichter, Ermittlungsrichter
abbreviated forms;25;acronym;La figura del Gip è stata introdotta con l'attuale Codice di procedura penale.;Gip;yes;Richter für die Vorerhebungen;;Untersuchungsrichter, Ermittlungsrichter
abbreviated forms;25;acronym;Il Gip non svolge indagini preliminari, ma sostanzialmente esercita il controllo sulle attività di ricerca della prova a garanzia dei diritti di coloro nei cui confronti tale attività viene effettuata.;Gip;yes;Richter für die Vorerhebungen;;Untersuchungsrichter, Ermittlungsrichter
abbreviated forms;25;acronym;Fra i provvedimenti più importanti di competenza del Gip vi è l'ordinanza per l'applicazione di misure cautelari su richiesta o proposta del Pubblico Ministero.;Gip;yes;Richter für die Vorerhebungen;;Untersuchungsrichter, Ermittlungsrichter
abbreviated forms;25;acronym;Il Gip esercita una funzione di garanzia e una di controllo.;Gip;yes;Richter für die Vorerhebungen;;Untersuchungsrichter, Ermittlungsrichter
abbreviated forms;25;acronym;"Per i reati più gravi, prima del processo vero e proprio, chiamato ""dibattimento"", è prevista un'udienza preliminare davanti a un Gip.";Gip;yes;Richter für die Vorerhebungen;;Untersuchungsrichter, Ermittlungsrichter
